1 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
2 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
3 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
4 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
5 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
6 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
7 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
8 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
9 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
10 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
11 2 3 3.180 10.000 0.000 0.000 0.000 18.092 -0.346 4.932
